Country,Crop_Group,Year,Production,Area,Yield,Yield_kg/ha,Avg_Temp,Total_Rain,Population,Population_Unit,Temp_norm,Rain_norm,Rain_risk,Risk_Score,Risk_Level,Production_kg,Production_per_capita
Afghanistan,Fruit,2014,1460886.91,155805.0,9.376380154680529,9376.38015468053,15.387222222222222,11.173333333333334,32792523.0,people,0.5833322474013648,0.06941562647520558,0.9305843735247944,0.7569583104630796,High,1460886910.0,44.54939042049311
Afghanistan,Fruit,2015,1542899.8900000001,176936.0,8.720101562146766,8720.101562146767,15.929166666666667,14.313333333333334,33831764.0,people,0.6002814735662441,0.09009869468322192,0.909901305316778,0.755091389441511,High,1542899890.0000002,45.60506777004002
Afghanistan,Fruit,2016,2108921.92,223627.0,9.430533522338537,9430.533522338537,16.758333333333333,13.956666666666667,34700612.0,people,0.6262135289748368,0.08774934404812876,0.9122506559518713,0.769232092463354,High,2108921920.0,60.77477596072369
Afghanistan,Fruit,2017,2296329.26,241186.0,9.520989029213967,9520.989029213966,16.45888888888889,6.573333333333333,35688935.0,people,0.6168484516781993,0.03911559024690139,0.9608844097530986,0.788866430715649,High,2296329260.0,64.3428911509968
Afghanistan,Fruit,2018,1938365.8,207731.0,9.331134014663194,9331.134014663194,16.866944444444446,4.17,36743039.0,people,0.6296103241724114,0.02328491914501202,0.9767150808549879,0.8031627025136996,High,1938365800.0,52.754640137414874
Afghanistan,Fruit,2019,2672537.37,236185.0,11.315440735017042,11315.440735017042,15.885,10.283333333333333,37856121.0,people,0.5989001681022688,0.06355322816146845,0.9364467718385315,0.7676734699704002,High,2672537370.0,70.59723234718105
Afghanistan,Fruit,2020,2689048.1,249389.0,10.782544939832952,10782.544939832953,14.723888888888888,15.453333333333335,39068979.0,people,0.5625866030744906,0.09760783409632338,0.9023921659036767,0.7324893844890836,High,2689048100.0,68.82821534701483
Afghanistan,Fruit,2021,2917470.4299999997,287831.0,10.136053552258096,10136.053552258096,16.489166666666666,13.173333333333332,40000412.0,people,0.617795384354761,0.08258955527012042,0.9174104447298795,0.7676029145423202,High,2917470429.9999995,72.93600950910205
Afghanistan,Fruit,2022,2641983.17,274484.0,9.625272037714401,9625.272037714401,16.424444444444443,15.520000000000001,40578842.0,people,0.6157712071654136,0.09804696505615389,0.9019530349438462,0.7588621210546298,High,2641983170.0,65.10740671209888
Afghanistan,Fruit,2023,3204473.8000000003,296829.0,10.795689774247126,10795.689774247126,16.788611111111113,10.423333333333334,41454761.0,people,0.6271604616513986,0.0644754031771125,0.9355245968228875,0.781342529237143,High,3204473800.0000005,77.30050114147325
Afghanistan,Fruit,2024,3248439.8600000003,298112.0,10.89670949173465,10896.709491734651,16.504722222222224,11.163333333333332,42647492.0,people,0.6182818818766643,0.06934975683123099,0.930650243168769,0.7744660625227167,High,3248439860.0000005,76.16954028621426
Afghanistan,Oilseed,2010,33445.0,48958.0,0.6831365660361943,683.1365660361944,16.596666666666668,10.856666666666667,28284089.0,people,0.6211574297293424,0.06732975441601072,0.9326702455839893,0.7769138376566658,High,33445000.0,1.1824669339712515
Afghanistan,Oilseed,2011,34747.0,19113.0,1.8179772929419766,1817.9772929419767,15.893055555555556,13.823333333333334,29347708.0,people,0.5991521043189687,0.08687108212846777,0.9131289178715323,0.7561405110952505,High,34747000.0,1.183976615822946
Afghanistan,Oilseed,2012,34750.0,16170.0,2.1490414347557203,2149.0414347557203,14.629444444444445,12.803333333333333,30560034.0,people,0.5596328681200781,0.08015237844306118,0.9198476215569388,0.7397402448385084,High,34750000.0,1.137106064738017
Afghanistan,Oilseed,2013,35060.0,16407.0,2.136892789662949,2136.892789662949,16.26361111111111,10.093333333333334,31622704.0,people,0.6107411702871639,0.062301704925951544,0.9376982950740484,0.7742197326806062,High,35060000.0,1.1086970930759115
Afghanistan,Oilseed,2014,34893.0,20423.0,1.7085149096606767,1708.5149096606767,15.387222222222222,11.173333333333334,32792523.0,people,0.5833322474013648,0.06941562647520558,0.9305843735247944,0.7569583104630796,High,34893000.0,1.06405353439868
Afghanistan,Oilseed,2015,34925.28,19101.0,1.8284529605779802,1828.4529605779803,15.929166666666667,14.313333333333334,33831764.0,people,0.6002814735662441,0.09009869468322192,0.909901305316778,0.755091389441511,High,34925280.0,1.0323221691898774
Afghanistan,Oilseed,2016,33471.29,16647.0,2.010649966961014,2010.649966961014,16.758333333333333,13.956666666666667,34700612.0,people,0.6262135289748368,0.08774934404812876,0.9122506559518713,0.769232092463354,High,33471290.0,0.9645734778395263
Afghanistan,Oilseed,2017,54128.87,44365.0,1.220080468838048,1220.080468838048,16.45888888888889,6.573333333333333,35688935.0,people,0.6168484516781993,0.03911559024690139,0.9608844097530986,0.788866430715649,High,54128870.0,1.5166849332993546
Afghanistan,Oilseed,2018,69604.93,51337.0,1.3558433488517052,1355.8433488517053,16.866944444444446,4.17,36743039.0,people,0.6296103241724114,0.02328491914501202,0.9767150808549879,0.8031627025136996,High,69604930.0,1.8943705228084156
Afghanistan,Oilseed,2019,90721.0,112076.0,0.809459652378743,809.4596523787429,15.885,10.283333333333333,37856121.0,people,0.5989001681022688,0.06355322816146845,0.9364467718385315,0.7676734699704002,High,90721000.0,2.3964684601467754
Afghanistan,Oilseed,2020,77756.0,97770.0,0.7952950802904777,795.2950802904777,14.723888888888888,15.453333333333335,39068979.0,people,0.5625866030744906,0.09760783409632338,0.9023921659036767,0.7324893844890836,High,77756000.0,1.990223496754292
Afghanistan,Oilseed,2021,51989.08,60474.0,0.8596930912458247,859.6930912458247,16.489166666666666,13.173333333333332,40000412.0,people,0.617795384354761,0.08258955527012042,0.9174104447298795,0.7676029145423202,High,51989080.0,1.2997136129497866
Afghanistan,Oilseed,2022,75576.36,84110.0,0.8985419094043514,898.5419094043514,16.424444444444443,15.520000000000001,40578842.0,people,0.6157712071654136,0.09804696505615389,0.9019530349438462,0.7588621210546298,High,75576360.0,1.862457287470155
Afghanistan,Oilseed,2023,51043.94,60000.0,0.8507323333333334,850.7323333333334,16.788611111111113,10.423333333333334,41454761.0,people,0.6271604616513986,0.0644754031771125,0.9355245968228875,0.781342529237143,High,51043940.0,1.231316711728238
Afghanistan,Oilseed,2024,66170.09,84012.0,0.7876266485740132,787.6266485740132,16.504722222222224,11.163333333333332,42647492.0,people,0.6182818818766643,0.06934975683123099,0.930650243168769,0.7744660625227167,High,66170090.0,1.551558764581045
Afghanistan,Pulse,2010,53300.0,71700.0,0.7433751743375174,743.3751743375175,16.596666666666668,10.856666666666667,28284089.0,people,0.6211574297293424,0.06732975441601072,0.9326702455839893,0.7769138376566658,High,53300000.0,1.8844517141775363
Afghanistan,Pulse,2011,67000.0,81000.0,0.8271604938271605,827.1604938271605,15.893055555555556,13.823333333333334,29347708.0,people,0.5991521043189687,0.08687108212846777,0.9131289178715323,0.7561405110952505,High,67000000.0,2.2829721489664543
Afghanistan,Pulse,2012,69000.0,86368.0,0.7989070025935532,798.9070025935532,14.629444444444445,12.803333333333333,30560034.0,people,0.5596328681200781,0.08015237844306118,0.9198476215569388,0.7397402448385084,High,69000000.0,2.25785089113448
Afghanistan,Pulse,2013,60000.0,74113.0,0.8095745685642195,809.5745685642195,16.26361111111111,10.093333333333334,31622704.0,people,0.6107411702871639,0.062301704925951544,0.9376982950740484,0.7742197326806062,High,60000000.0,1.8973709522120563
Afghanistan,Pulse,2014,60000.0,79746.0,0.7523888345496953,752.3888345496953,15.387222222222222,11.173333333333334,32792523.0,people,0.5833322474013648,0.06941562647520558,0.9305843735247944,0.7569583104630796,High,60000000.0,1.8296853828538902
Afghanistan,Pulse,2015,106650.93,143555.0,0.7429273100902093,742.9273100902093,15.929166666666667,14.313333333333334,33831764.0,people,0.6002814735662441,0.09009869468322192,0.909901305316778,0.755091389441511,High,106650930.0,3.152390457677584
Afghanistan,Pulse,2016,81053.5,111894.0,0.7243775358821742,724.3775358821742,16.758333333333333,13.956666666666667,34700612.0,people,0.6262135289748368,0.08774934404812876,0.9122506559518713,0.769232092463354,High,81053500.0,2.3357945387245618
Afghanistan,Pulse,2017,35964.38,52243.0,0.688405719426526,688.4057194265259,16.45888888888889,6.573333333333333,35688935.0,people,0.6168484516781993,0.03911559024690139,0.9608844097530986,0.788866430715649,High,35964380.0,1.0077179383469974
Afghanistan,Pulse,2018,41107.27,61166.0,0.6720607854036555,672.0607854036556,16.866944444444446,4.17,36743039.0,people,0.6296103241724114,0.02328491914501202,0.9767150808549879,0.8031627025136996,High,41107270.0,1.1187770831911863
Afghanistan,Pulse,2019,44132.56,67114.0,0.6575760646064904,657.5760646064904,15.885,10.283333333333333,37856121.0,people,0.5989001681022688,0.06355322816146845,0.9364467718385315,0.7676734699704002,High,44132560.0,1.1657972035750837
Afghanistan,Pulse,2020,82430.0,58098.0,1.4188095975765087,1418.8095975765086,14.723888888888888,15.453333333333335,39068979.0,people,0.5625866030744906,0.09760783409632338,0.9023921659036767,0.7324893844890836,High,82430000.0,2.1098580538795244
Afghanistan,Pulse,2021,96903.0,69140.0,1.4015475846109344,1401.5475846109343,16.489166666666666,13.173333333333332,40000412.0,people,0.617795384354761,0.08258955527012042,0.9174104447298795,0.7676029145423202,High,96903000.0,2.4225500477345085
Afghanistan,Pulse,2022,106676.0,75576.0,1.4115062982957554,1411.5062982957554,16.424444444444443,15.520000000000001,40578842.0,people,0.6157712071654136,0.09804696505615389,0.9019530349438462,0.7588621210546298,High,106676000.0,2.628857669225751
Afghanistan,Pulse,2023,127009.0,81061.0,1.5668323854874724,1566.8323854874725,16.788611111111113,10.423333333333334,41454761.0,people,0.6271604616513986,0.0644754031771125,0.9355245968228875,0.781342529237143,High,127009000.0,3.0637976660871353
Afghanistan,Pulse,2024,138532.86,86000.0,1.6108472093023254,1610.8472093023254,16.504722222222224,11.163333333333332,42647492.0,people,0.6182818818766643,0.06934975683123099,0.930650243168769,0.7744660625227167,High,138532860.0,3.2483237232332445
Afghanistan,Root,2010,246000.0,20500.0,12.0,12000.0,16.596666666666668,10.856666666666667,28284089.0,people,0.6211574297293424,0.06732975441601072,0.9326702455839893,0.7769138376566658,High,246000000.0,8.697469450050168
Afghanistan,Root,2011,205000.0,20500.0,10.0,10000.0,15.893055555555556,13.823333333333334,29347708.0,people,0.5991521043189687,0.08687108212846777,0.9131289178715323,0.7561405110952505,High,205000000.0,6.9852132916137775
Afghanistan,Root,2012,230000.0,21000.0,10.952380952380953,10952.380952380952,14.629444444444445,12.803333333333333,30560034.0,people,0.5596328681200781,0.08015237844306118,0.9198476215569388,0.7397402448385084,High,230000000.0,7.526169637114933
Afghanistan,Root,2013,302980.0,22960.0,13.195993031358885,13195.993031358885,16.26361111111111,10.093333333333334,31622704.0,people,0.6107411702871639,0.062301704925951544,0.9376982950740484,0.7742197326806062,High,302980000.0,9.581090851686813
Afghanistan,Root,2014,340257.0,25009.0,13.605382062457515,13605.382062457515,15.387222222222222,11.173333333333334,32792523.0,people,0.5833322474013648,0.06941562647520558,0.9305843735247944,0.7569583104630796,High,340257000.0,10.37605432189527
Afghanistan,Root,2015,327507.0,25019.0,13.090331348175386,13090.331348175387,15.929166666666667,14.313333333333334,33831764.0,people,0.6002814735662441,0.09009869468322192,0.909901305316778,0.755091389441511,High,327507000.0,9.680458872910085
Afghanistan,Root,2016,427917.0,35699.0,11.986806353119135,11986.806353119135,16.758333333333333,13.956666666666667,34700612.0,people,0.6262135289748368,0.08774934404812876,0.9122506559518713,0.769232092463354,High,427917000.0,12.331684524757085
Afghanistan,Root,2017,513194.0,32116.0,15.979387221322705,15979.387221322706,16.45888888888889,6.573333333333333,35688935.0,people,0.6168484516781993,0.03911559024690139,0.9608844097530986,0.788866430715649,High,513194000.0,14.379638955323268
Afghanistan,Root,2018,615684.0,32400.0,19.002592592592592,19002.59259259259,16.866944444444446,4.17,36743039.0,people,0.6296103241724114,0.02328491914501202,0.9767150808549879,0.8031627025136996,High,615684000.0,16.756480050547808
Afghanistan,Root,2019,921122.0,57066.0,16.141345109171837,16141.345109171838,15.885,10.283333333333333,37856121.0,people,0.5989001681022688,0.06355322816146845,0.9364467718385315,0.7676734699704002,High,921122000.0,24.332181313558248
Afghanistan,Root,2020,855395.0,53674.0,15.93685955956329,15936.85955956329,14.723888888888888,15.453333333333335,39068979.0,people,0.5625866030744906,0.09760783409632338,0.9023921659036767,0.7324893844890836,High,855395000.0,21.89448052891272
Afghanistan,Root,2021,879371.0,55706.0,15.785929702365992,15785.929702365993,16.489166666666666,13.173333333333332,40000412.0,people,0.617795384354761,0.08258955527012042,0.9174104447298795,0.7676029145423202,High,879371000.0,21.984048564299787
Afghanistan,Root,2022,889000.0,56000.0,15.875,15875.0,16.424444444444443,15.520000000000001,40578842.0,people,0.6157712071654136,0.09804696505615389,0.9019530349438462,0.7588621210546298,High,889000000.0,21.907968689693018
Afghanistan,Root,2023,889000.0,61000.0,14.573770491803279,14573.770491803278,16.788611111111113,10.423333333333334,41454761.0,people,0.6271604616513986,0.0644754031771125,0.9355245968228875,0.781342529237143,High,889000000.0,21.445063933669765
Afghanistan,Root,2024,908218.12,66587.0,13.639571087449502,13639.571087449502,16.504722222222224,11.163333333333332,42647492.0,people,0.6182818818766643,0.06934975683123099,0.930650243168769,0.7744660625227167,High,908218120.0,21.295932712760695
Afghanistan,SugarCrop,2010,107600.0,4270.0,25.19906323185012,25199.06323185012,16.596666666666668,10.856666666666667,28284089.0,people,0.6211574297293424,0.06732975441601072,0.9326702455839893,0.7769138376566658,High,107600000.0,3.8042589952251955
Afghanistan,SugarCrop,2011,107696.0,4254.0,25.31640808650682,25316.408086506817,15.893055555555556,13.823333333333334,29347708.0,people,0.5991521043189687,0.08687108212846777,0.9131289178715323,0.7561405110952505,High,107696000.0,3.669656247090914
Afghanistan,SugarCrop,2012,91564.0,4272.0,21.433520599250937,21433.520599250936,14.629444444444445,12.803333333333333,30560034.0,people,0.5596328681200781,0.08015237844306118,0.9198476215569388,0.7397402448385084,High,91564000.0,2.996200855012138
Afghanistan,SugarCrop,2013,104645.0,4190.0,24.974940334128878,24974.940334128878,16.26361111111111,10.093333333333334,31622704.0,people,0.6107411702871639,0.062301704925951544,0.9376982950740484,0.7742197326806062,High,104645000.0,3.3091730549038436
Afghanistan,SugarCrop,2014,86412.0,4190.0,20.623389021479714,20623.389021479714,15.387222222222222,11.173333333333334,32792523.0,people,0.5833322474013648,0.06941562647520558,0.9305843735247944,0.7569583104630796,High,86412000.0,2.6351128883861725
Afghanistan,SugarCrop,2015,50949.0,3761.0,13.546663121510237,13546.663121510237,15.929166666666667,14.313333333333334,33831764.0,people,0.6002814735662441,0.09009869468322192,0.909901305316778,0.755091389441511,High,50949000.0,1.5059516258153136
Afghanistan,SugarCrop,2016,18946.0,1535.0,12.342671009771987,12342.671009771986,16.758333333333333,13.956666666666667,34700612.0,people,0.6262135289748368,0.08774934404812876,0.9122506559518713,0.769232092463354,High,18946000.0,0.5459846068420926
Afghanistan,SugarCrop,2017,35827.0,1346.0,26.61738484398217,26617.38484398217,16.45888888888889,6.573333333333333,35688935.0,people,0.6168484516781993,0.03911559024690139,0.9608844097530986,0.788866430715649,High,35827000.0,1.0038685659855078
Afghanistan,SugarCrop,2018,30784.0,1962.0,15.690112130479102,15690.112130479103,16.866944444444446,4.17,36743039.0,people,0.6296103241724114,0.02328491914501202,0.9767150808549879,0.8031627025136996,High,30784000.0,0.8378185593194944
Afghanistan,SugarCrop,2019,45822.0,2269.0,20.194799471132658,20194.799471132657,15.885,10.283333333333333,37856121.0,people,0.5989001681022688,0.06355322816146845,0.9364467718385315,0.7676734699704002,High,45822000.0,1.2104251251732845
Afghanistan,SugarCrop,2020,45324.0,1888.0,24.00635593220339,24006.35593220339,14.723888888888888,15.453333333333335,39068979.0,people,0.5625866030744906,0.09760783409632338,0.9023921659036767,0.7324893844890836,High,45324000.0,1.1601019827009045
Afghanistan,SugarCrop,2021,46630.0,1932.0,24.13561076604555,24135.61076604555,16.489166666666666,13.173333333333332,40000412.0,people,0.617795384354761,0.08258955527012042,0.9174104447298795,0.7676029145423202,High,46630000.0,1.165737992898673
