Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","104","Myanmar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","54133.798","X","Figure from external organization",""
"OA","Annual population","104","Myanmar","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","54500.091","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","27341.952","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","27464.494","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","27534.915","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","27589.996","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","27672.37","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","27823.629","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","27955.462","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","28011.258","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","28079.689","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","28414.064","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","28966.574","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","29475.01","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","29715.436","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","29694.614","X","Figure from external organization",""
"OA","Annual population","524","Nepal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","29651.054","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","2757.446","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","3076.763","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","3547.106","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","3833.913","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","4002.439","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","4184.895","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","4390.877","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","4537.396","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","4597.877","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","4591.241","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","4522.497","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","4500.424","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","4730.226","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","5049.269","X","Figure from external organization",""
"OA","Annual population","512","Oman","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","5281.538","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","199239.047","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","203746.065","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","207667.125","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","211073.978","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","214264.647","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","217290.883","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","220138.869","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","223273.967","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","226928.892","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","230800.899","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","235001.746","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","239477.801","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","243700.667","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","247504.495","X","Figure from external organization",""
"OA","Annual population","586","Pakistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","251269.164","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","96337.125","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","98248.614","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","100175.512","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","102076.336","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","103767.13","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","105312.992","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","106735.719","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","108119.693","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","109465.287","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","110804.683","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","112081.264","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","113100.95","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","113964.339","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","114891.199","X","Figure from external organization",""
"OA","Annual population","608","Philippines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","115843.669","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","48769.332","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","49127.644","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","49599.579","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","50071.164","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","50539.056","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","50983.912","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","51297.839","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","51486.27","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","51640.894","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","51767.846","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","51858.482","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","51848.397","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","51782.512","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","51748.739","X","Figure from external organization",""
"OA","Annual population","410","Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","51717.59","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","25157.128","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","26105.645","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","27062.443","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","28026.825","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","28998.128","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","29974.938","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","30717.808","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","30782.402","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","30365.121","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","30472.812","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","30991.207","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","31328.375","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","32175.352","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","33264.292","X","Figure from external organization",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","33962.757","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","20879.089","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","21009.048","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","21169.458","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","21358.827","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","21547.456","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","21729.972","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","21910.772","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","22087.522","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","22253.118","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","22410.552","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","22561.807","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","22700.372","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","22834.965","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","22971.617","X","Figure from external organization",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","23103.564","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","7652.141","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","7824.785","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","8014.084","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","8216.724","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","8425.552","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","8643.84","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","8865.631","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","9085.946","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","9307.333","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","9529.966","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","9749.31","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","9966.908","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","10182.222","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","10389.799","X","Figure from external organization",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","10590.927","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","68579.447","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","69007.208","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","69436.098","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","69845.114","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","70216.367","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","70540.795","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","70859.841","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","71160.187","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","71376.079","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","71522.271","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","71641.484","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","71727.332","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","71735.329","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","71702.435","X","Figure from external organization",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","71668.011","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","73346.769","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","74215.203","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","75197.199","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","76403.031","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","78036.154","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","80014.226","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","81652.088","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","83083.662","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","84415.969","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","85357.672","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","86091.692","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","86686.253","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","87058.473","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","87270.501","X","Figure from external organization",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","87473.805","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","28385.506","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","28823.196","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","29261.903","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","29724.065","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","30222.994","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","30749.346","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","31284.568","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","31819.178","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","32373.49","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","32964.701","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","33586.372","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","34243.696","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","34938.955","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","35652.307","X","Figure from external organization",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","36361.859","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 No","87455.152","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 No","88468.314","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 No","89510.356","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 No","90573.104","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 No","91679.578","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 No","92823.254","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 No","94000.117","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 No","95176.977","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 No","96237.319","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","97173.776","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","98079.191","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","98935.098","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2022","2022","1000 No","99680.655","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2023","2023","1000 No","100352.192","X","Figure from external organization",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2024","2024","1000 No","100987.687","X","Figure from external organization",""
